CaseID,ActivityID,CompleteTimestamp,Resource
Case No. 1,0,2018-04-27 13:01:58,0
Case No. 1,0,2018-04-27 13:01:58,0
Case No. 1,1,2018-04-27 13:40:50,1
Case No. 1,1,2018-04-27 13:44:07,2
Case No. 1,2,2018-04-27 13:49:04,0
Case No. 1,3,2018-04-27 13:51:41,2
Case No. 1,4,2018-04-27 13:58:07,0
Case No. 1,5,2018-04-27 14:57:50,1
Case No. 1,6,2018-04-27 15:20:57,1
Case No. 1,7,2018-04-27 15:23:44,3
Case No. 1,1,2018-04-27 15:43:03,3
Case No. 1,5,2018-04-27 15:50:00,3
Case No. 1,8,2018-04-27 16:40:55,1
Case No. 2,0,2018-04-27 13:12:08,0
Case No. 2,2,2018-04-27 13:42:25,2
Case No. 2,5,2018-04-27 14:00:39,2
Case No. 2,8,2018-04-27 14:12:14,2
Case No. 2,2,2018-04-27 14:48:33,4
Case No. 2,3,2018-04-27 14:49:12,0
Case No. 2,4,2018-04-27 15:12:08,4
Case No. 2,6,2018-04-27 15:24:10,1
Case No. 2,1,2018-04-27 15:46:00,2
Case No. 2,8,2018-04-27 16:11:51,2
Case No. 2,7,2018-04-27 16:34:59,0
Case No. 2,8,2018-04-27 16:45:11,0
Case No. 3,0,2018-04-27 13:28:29,0
Case No. 3,1,2018-04-27 13:36:56,1
Case No. 3,1,2018-04-27 14:04:18,2
Case No. 3,2,2018-04-27 14:13:14,0
Case No. 3,3,2018-04-27 14:22:13,2
Case No. 3,4,2018-04-27 14:44:02,0
Case No. 3,5,2018-04-27 14:49:02,1
Case No. 3,6,2018-04-27 14:55:20,1
Case No. 3,7,2018-04-27 15:58:09,3
Case No. 3,1,2018-04-27 16:38:13,3
Case No. 3,5,2018-04-27 16:39:40,3
Case No. 3,8,2018-04-27 17:06:16,4
Case No. 4,0,2018-04-27 13:28:47,0
Case No. 4,5,2018-04-27 13:33:39,2
Case No. 4,4,2018-04-27 14:03:30,2
Case No. 4,6,2018-04-27 14:20:24,2
Case No. 4,2,2018-04-27 14:38:37,2
Case No. 4,7,2018-04-27 14:43:56,2
Case No. 4,1,2018-04-27 14:49:14,4
Case No. 4,1,2018-04-27 15:10:49,1
Case No. 4,1,2018-04-27 15:17:13,4
Case No. 4,3,2018-04-27 16:07:49,4
Case No. 4,8,2018-04-27 16:16:00,4
Case No. 4,1,2018-04-27 16:42:38,0
